0,0.178,0.122,0.378,0.372,0.259,0.036,86.245,122.088,0.706
0,0.136,0.164,0.075,0.458,0.072,0.212,122.712,185.771,0.661
0,0.102,0.198,0.036,0.028,0.389,0.427,136.74,88.912,1.538
0,0.1,0.2,0.12,0.256,0.436,0.322,90.706,81.696,1.11
0,0.222,0.078,0.299,0.077,0.026,0.373,203.412,102.433,1.986
0,0.226,0.074,0.454,0.059,0.126,0.276,139.126,81.601,1.705
0,0.066,0.234,0.084,0.282,0.347,0.194,84.327,156.482,0.539
0,0.14,0.16,0.073,0.271,0.254,0.42,137.228,98.174,1.398
0,0.144,0.156,0.262,0.363,0.369,0.135,89.824,113.978,0.788
0,0.246,0.054,0.166,0.442,0.325,0.347,109.937,47.013,2.338
0,0.122,0.178,0.318,0.346,0.073,0.168,100.561,193.316,0.52
0,0.158,0.142,0.174,0.403,0.178,0.386,104.263,100.421,1.038
0,0.202,0.098,0.319,0.047,0.098,0.225,196.367,134.921,1.455
0,0.232,0.068,0.069,0.344,0.189,0.364,179.088,78.806,2.273
0,0.184,0.116,0.109,0.158,0.382,0.112,203.768,127.324,1.6
0,0.248,0.052,0.248,0.453,0.039,0.16,108.281,79.098,1.369
0,0.082,0.218,0.41,0.401,0.327,0.164,43.784,139.788,0.313
0,0.212,0.088,0.407,0.375,0.338,0.414,64.949,40.799,1.592
0,0.14,0.16,0.233,0.251,0.046,0.199,149.45,190.18,0.786
0,0.27,0.03,0.252,0.34,0.437,0.359,134.691,30.461,4.422
0,0.232,0.068,0.281,0.109,0.323,0.347,187.13,64.655,2.894
0,0.082,0.218,0.09,0.31,0.318,0.185,95.381,162.778,0.586
0,0.266,0.034,0.349,0.26,0.356,0.261,132.289,40.289,3.284
0,0.116,0.184,0.121,0.212,0.339,0.442,114.679,75.433,1.52
0,0.264,0.036,0.068,0.458,0.21,0.262,130.475,57.317,2.276
0,0.078,0.222,0.335,0.133,0.149,0.208,100.398,207.96,0.483
0,0.058,0.242,0.178,0.093,0.34,0.405,75.008,96.183,0.78
0,0.164,0.136,0.251,0.103,0.365,0.103,164.491,130.285,1.263
0,0.11,0.19,0.333,0.368,0.059,0.156,92.612,208.966,0.443
0,0.052,0.248,0.465,0.307,0.373,0.265,34.792,109.413,0.318
0,0.09,0.21,0.337,0.041,0.453,0.166,84.262,108.556,0.776
0,0.258,0.042,0.136,0.034,0.383,0.28,291.161,82.309,3.537
