0,0.132,0.336,0.28,0.349,0.06,0.324,149.614,339.413
0,0.072,0.456,0.272,0.262,0.113,0.292,120.067,395.736
0,0.24,0.12,0.22,0.397,0.137,0.421,221.111,152.767
0,0.272,0.056,0.212,0.367,0.426,0.216,259.625,96.735
0,0.122,0.356,0.095,0.46,0.05,0.205,181.095,466.493
0,0.28,0.04,0.349,0.39,0.379,0.092,183.943,89.274
0,0.094,0.412,0.089,0.366,0.415,0.361,100.561,156.041
0,0.138,0.324,0.422,0.314,0.083,0.307,120.654,314.067
0,0.282,0.036,0.347,0.073,0.303,0.386,365.025,91.33
0,0.172,0.256,0.468,0.443,0.158,0.043,93.486,340.259
0,0.146,0.308,0.327,0.381,0.027,0.297,144.637,349.035
0,0.222,0.156,0.444,0.453,0.153,0.266,78.766,186.18
0,0.198,0.204,0.129,0.337,0.462,0.177,199.941,177.791
0,0.218,0.164,0.056,0.142,0.375,0.036,422.103,303.71
0,0.122,0.356,0.249,0.025,0.198,0.241,212.524,376.727
0,0.068,0.464,0.109,0.31,0.043,0.199,168.019,540.242
0,0.086,0.428,0.07,0.277,0.149,0.349,147.989,335.306
0,0.082,0.436,0.043,0.057,0.25,0.124,198.851,464.516
0,0.096,0.408,0.462,0.252,0.362,0.43,70.263,127.695
0,0.242,0.116,0.021,0.414,0.12,0.399,301.096,193.795
0,0.27,0.06,0.166,0.359,0.16,0.22,318.934,154.652
0,0.128,0.344,0.44,0.042,0.262,0.3,147.537,260.062
0,0.144,0.312,0.151,0.424,0.193,0.054,190.377,438.045
0,0.262,0.076,0.282,0.084,0.127,0.404,406.213,160.868
0,0.28,0.04,0.359,0.024,0.057,0.192,409.827,166.012
0,0.106,0.388,0.196,0.33,0.171,0.089,174.25,485.951
0,0.154,0.292,0.231,0.425,0.181,0.08,169.873,405.495
0,0.296,0.008,0.251,0.312,0.366,0.42,311.206,50.923
0,0.216,0.168,0.402,0.203,0.188,0.161,221.062,250.603
0,0.078,0.444,0.339,0.045,0.153,0.275,142.075,393.234
0,0.166,0.268,0.219,0.216,0.368,0.341,190.108,171.439
0,0.086,0.428,0.126,0.297,0.161,0.103,176.702,517.754
0,0.196,0.208,0.108,0.025,0.336,0.159,381.484,312.476
0,0.228,0.144,0.415,0.056,0.24,0.045,289.805,260.659
0,0.08,0.44,0.325,0.149,0.116,0.249,142.062,430.276
0,0.156,0.288,0.084,0.378,0.076,0.233,229.504,398.919
0,0.246,0.108,0.182,0.077,0.395,0.125,439.06,213.206
0,0.186,0.228,0.113,0.205,0.35,0.469,254.106,121.741
0,0.288,0.024,0.314,0.156,0.094,0.456,373.812,88.586
0,0.242,0.116,0.357,0.136,0.382,0.461,255.019,80.262
0,0.108,0.384,0.303,0.128,0.262,0.071,178.572,423.668
0,0.204,0.192,0.424,0.262,0.174,0.068,191.723,296.624
0,0.114,0.372,0.057,0.141,0.255,0.41,188.584,233.558
0,0.14,0.32,0.214,0.275,0.23,0.254,174.9,308.456
0,0.088,0.424,0.318,0.255,0.048,0.212,153.632,488.272
0,0.152,0.296,0.406,0.085,0.341,0.36,153.272,172.213
0,0.102,0.396,0.278,0.243,0.046,0.033,238.013,617.096
0,0.238,0.124,0.418,0.432,0.308,0.128,103.996,161.505
0,0.158,0.284,0.247,0.354,0.167,0.034,208.797,433.065
0,0.122,0.356,0.123,0.238,0.295,0.075,202.272,396.328
0,0.112,0.376,0.225,0.282,0.233,0.145,159.151,397.684
0,0.288,0.024,0.234,0.462,0.287,0.402,179.508,59.661
0,0.264,0.072,0.093,0.22,0.314,0.222,448.755,173.89
0,0.134,0.332,0.138,0.083,0.271,0.122,251.798,399.648
0,0.136,0.328,0.102,0.196,0.038,0.27,264.06,431.443
0,0.07,0.46,0.445,0.341,0.264,0.244,70.645,320.558
0,0.084,0.432,0.155,0.423,0.052,0.322,128.024,393.754
0,0.146,0.308,0.456,0.04,0.206,0.333,164.781,248.55
0,0.21,0.18,0.385,0.209,0.158,0.31,210.066,215.343
0,0.098,0.404,0.029,0.172,0.023,0.437,203.023,318.893
0,0.164,0.272,0.062,0.412,0.083,0.148,245.735,438.063
0,0.218,0.164,0.133,0.434,0.071,0.349,232.286,238.788
0,0.192,0.216,0.067,0.439,0.374,0.095,196.318,261.627
0,0.126,0.348,0.331,0.394,0.091,0.223,128.337,398.835
0,0.22,0.16,0.285,0.443,0.204,0.387,144.776,157.215
0,0.056,0.488,0.034,0.335,0.139,0.266,124.964,428.313
0,0.116,0.368,0.255,0.364,0.325,0.19,116.818,291.865
0,0.184,0.232,0.273,0.388,0.335,0.378,136.796,144.698
0,0.076,0.448,0.161,0.23,0.399,0.26,104.957,229.566
0,0.248,0.104,0.156,0.176,0.109,0.171,448.392,273.412
0,0.074,0.452,0.462,0.118,0.243,0.139,114.069,411.243
0,0.208,0.184,0.364,0.12,0.302,0.415,224.329,136.648
0,0.236,0.128,0.458,0.146,0.277,0.278,199.253,144.781
0,0.276,0.048,0.394,0.367,0.415,0.178,161.648,79.692
0,0.29,0.02,0.129,0.235,0.419,0.215,459.401,92.627
0,0.13,0.34,0.328,0.409,0.211,0.281,103.123,290.011
0,0.234,0.132,0.144,0.129,0.407,0.353,374.611,141.065
0,0.054,0.492,0.041,0.108,0.308,0.315,114.056,282.568
0,0.144,0.312,0.24,0.032,0.149,0.152,275.394,449.199
0,0.294,0.012,0.051,0.3,0.111,0.1,459.149,112.23
0,0.26,0.08,0.244,0.092,0.32,0.137,429.31,192.498
0,0.16,0.28,0.116,0.373,0.389,0.111,176.922,270.348
0,0.256,0.088,0.073,0.071,0.46,0.168,524.722,205.118
0,0.2,0.2,0.212,0.167,0.33,0.449,260.254,128.639
0,0.062,0.476,0.344,0.253,0.102,0.107,142.477,570.432
0,0.266,0.068,0.052,0.453,0.407,0.446,227.106,73.042
0,0.194,0.212,0.08,0.05,0.452,0.318,311.97,174.198
0,0.092,0.416,0.076,0.42,0.461,0.057,98.579,260.967
0,0.252,0.096,0.425,0.267,0.431,0.37,163.224,71.178
0,0.28,0.04,0.286,0.469,0.216,0.29,156.731,87.127
0,0.224,0.152,0.304,0.105,0.197,0.304,312.095,217.471
0,0.176,0.248,0.291,0.313,0.282,0.062,190.783,317.768
0,0.214,0.172,0.381,0.287,0.063,0.041,240.928,338.025
0,0.092,0.416,0.376,0.452,0.429,0.425,49.741,96.26
0,0.098,0.404,0.346,0.195,0.027,0.087,213.584,593.581
0,0.052,0.496,0.311,0.458,0.443,0.053,62.288,260.835
0,0.2,0.2,0.178,0.361,0.36,0.373,190.278,137.811
0,0.15,0.3,0.371,0.162,0.434,0.403,127.4,102.419
0,0.174,0.252,0.091,0.271,0.184,0.027,314.059,439.972
0,0.242,0.116,0.439,0.063,0.245,0.227,258.234,175.888
0,0.124,0.352,0.271,0.339,0.124,0.44,127.713,227.839
0,0.25,0.1,0.097,0.294,0.424,0.116,347.065,176.38
0,0.27,0.06,0.467,0.35,0.29,0.431,116.06,62.068
0,0.188,0.224,0.262,0.392,0.065,0.203,196.226,340.044
0,0.284,0.032,0.434,0.06,0.037,0.197,312.236,124.977
0,0.232,0.136,0.204,0.383,0.082,0.426,236.649,178.98
0,0.072,0.456,0.171,0.092,0.38,0.296,115.392,231.608
0,0.26,0.08,0.407,0.319,0.348,0.255,170.296,102.595
0,0.274,0.052,0.39,0.405,0.193,0.46,142.861,72.992
0,0.208,0.184,0.189,0.153,0.354,0.346,292.944,166.204
0,0.228,0.144,0.449,0.191,0.22,0.33,186.734,153.307
0,0.118,0.364,0.175,0.399,0.136,0.237,150.72,391.705
0,0.178,0.244,0.265,0.112,0.275,0.183,257.741,296.304
0,0.168,0.264,0.296,0.278,0.123,0.395,178.338,235.696
0,0.14,0.32,0.149,0.347,0.144,0.022,238.828,501.685
0,0.1,0.4,0.349,0.182,0.45,0.336,90.35,135.269
0,0.276,0.048,0.094,0.141,0.284,0.177,552.2,187.106
0,0.126,0.348,0.198,0.106,0.409,0.227,170.549,231.592
0,0.056,0.488,0.141,0.142,0.255,0.46,99.611,184.963
0,0.214,0.172,0.118,0.395,0.055,0.296,266.769,279.898
0,0.216,0.168,0.047,0.023,0.434,0.263,416.8,225.342
0,0.162,0.276,0.444,0.424,0.095,0.456,75.719,172.482
0,0.268,0.064,0.41,0.314,0.455,0.183,170.039,84.584
0,0.278,0.044,0.236,0.066,0.371,0.395,464.753,104.654
0,0.202,0.196,0.213,0.408,0.424,0.181,160.357,175.868
0,0.256,0.088,0.256,0.418,0.239,0.055,220.036,185.832
0,0.104,0.392,0.358,0.466,0.108,0.425,74.443,240.157
0,0.166,0.268,0.084,0.45,0.443,0.091,144.779,239.085
0,0.196,0.208,0.145,0.354,0.273,0.304,217.682,212.475
0,0.24,0.12,0.363,0.147,0.362,0.436,247.454,92.333
0,0.244,0.112,0.076,0.081,0.139,0.072,569.346,367.012
0,0.072,0.456,0.125,0.168,0.048,0.192,194.615,550.545
0,0.05,0.5,0.367,0.351,0.045,0.027,170.798,684.296
0,0.066,0.468,0.159,0.169,0.115,0.417,126.243,288.922
0,0.096,0.408,0.23,0.187,0.309,0.282,131.432,273.874
0,0.242,0.116,0.109,0.345,0.268,0.087,324.919,237.716
0,0.238,0.124,0.163,0.367,0.328,0.06,272.012,218.97
0,0.134,0.332,0.041,0.074,0.204,0.379,252.714,292.798
0,0.054,0.492,0.459,0.242,0.425,0.294,56.199,176.301
0,0.16,0.28,0.341,0.132,0.162,0.314,203.057,283.893
0,0.226,0.148,0.405,0.295,0.278,0.124,176.722,202.46
0,0.136,0.328,0.277,0.361,0.393,0.442,102.206,103.09
0,0.234,0.132,0.42,0.452,0.12,0.075,114.191,234.708
0,0.146,0.308,0.318,0.292,0.072,0.05,221.532,498.614
0,0.15,0.3,0.291,0.439,0.298,0.259,105.539,240.065
0,0.112,0.376,0.395,0.157,0.022,0.102,215.879,557.263
0,0.122,0.356,0.378,0.062,0.385,0.044,160.131,307.208
0,0.22,0.16,0.169,0.215,0.248,0.133,342.328,279.323
0,0.252,0.096,0.114,0.446,0.398,0.239,213.958,129.006
0,0.074,0.452,0.276,0.251,0.04,0.273,140.12,451.94
0,0.176,0.248,0.386,0.38,0.191,0.206,124.308,282.602
0,0.168,0.264,0.068,0.308,0.031,0.301,276.615,370.49
0,0.068,0.464,0.253,0.092,0.321,0.146,127.408,364.538
0,0.078,0.444,0.204,0.312,0.293,0.202,111.615,340.964
0,0.204,0.192,0.289,0.405,0.134,0.213,174.942,274.66
0,0.112,0.376,0.259,0.433,0.441,0.219,81.298,190.959
0,0.198,0.204,0.306,0.464,0.419,0.128,108.374,184.558
0,0.156,0.288,0.327,0.268,0.451,0.196,127.655,175.677
0,0.082,0.436,0.35,0.278,0.288,0.347,86.536,235.941
0,0.26,0.08,0.433,0.117,0.241,0.021,277.199,179.989
0,0.17,0.26,0.428,0.164,0.126,0.152,199.414,356.739
0,0.184,0.232,0.268,0.223,0.192,0.1,256.026,355.649
0,0.142,0.316,0.412,0.328,0.165,0.421,102.476,199.285
0,0.262,0.076,0.192,0.261,0.075,0.401,366.291,160.072
0,0.252,0.096,0.03,0.046,0.305,0.166,589.686,298.088
0,0.178,0.244,0.223,0.399,0.324,0.031,178.832,306.498
0,0.146,0.308,0.442,0.173,0.221,0.288,139.476,261.315
0,0.084,0.432,0.188,0.284,0.317,0.064,138.625,396.837
0,0.088,0.424,0.295,0.233,0.262,0.11,135.473,412.295
0,0.144,0.312,0.282,0.377,0.332,0.341,112.852,185.773
0,0.058,0.484,0.449,0.273,0.345,0.337,60.602,210.318
0,0.068,0.464,0.044,0.123,0.13,0.39,148.972,323.384
0,0.188,0.224,0.058,0.331,0.207,0.115,287.397,362.344
0,0.182,0.236,0.18,0.042,0.216,0.431,304.838,215.728
0,0.218,0.164,0.092,0.056,0.091,0.19,491.574,391.52
0,0.064,0.472,0.105,0.185,0.178,0.359,125.469,318.768
0,0.098,0.404,0.055,0.152,0.155,0.108,235.119,533.521
0,0.126,0.348,0.314,0.236,0.465,0.243,105.546,160.225
0,0.27,0.06,0.217,0.338,0.228,0.408,288.187,102.825
0,0.152,0.296,0.129,0.112,0.458,0.092,210.669,255.211
0,0.274,0.052,0.399,0.29,0.114,0.382,214.355,99.865
0,0.208,0.184,0.265,0.2,0.351,0.066,270.732,254.425
0,0.132,0.336,0.375,0.221,0.302,0.356,121.416,198.269
0,0.19,0.22,0.312,0.227,0.339,0.33,188.503,166.189
0,0.23,0.14,0.175,0.374,0.062,0.367,261.742,214.796
0,0.174,0.252,0.335,0.324,0.029,0.47,161.536,201.858
0,0.106,0.388,0.455,0.386,0.173,0.388,68.358,233.803
0,0.162,0.276,0.393,0.257,0.372,0.123,138.009,239.926
0,0.202,0.196,0.324,0.458,0.233,0.414,109.148,148.02
0,0.138,0.324,0.165,0.097,0.079,0.318,257.181,374.612
0,0.228,0.144,0.236,0.436,0.142,0.312,186.853,199.744
0,0.18,0.24,0.151,0.246,0.036,0.25,298.333,376.577
0,0.116,0.368,0.146,0.059,0.405,0.465,160.86,108.248
0,0.258,0.084,0.034,0.026,0.196,0.158,641.082,341.235
0,0.102,0.396,0.218,0.034,0.146,0.45,173.939,242.401
0,0.224,0.152,0.119,0.412,0.059,0.218,275.597,290.628
0,0.092,0.416,0.241,0.133,0.084,0.255,178.405,444.781
0,0.248,0.104,0.355,0.084,0.252,0.362,310.478,146.026
0,0.122,0.356,0.136,0.127,0.377,0.04,209.832,351.799
0,0.19,0.22,0.421,0.031,0.173,0.333,230.128,233.886
0,0.266,0.068,0.336,0.202,0.401,0.406,275.531,75.35
0,0.194,0.212,0.303,0.095,0.21,0.224,277.644,286.722
0,0.156,0.288,0.064,0.051,0.36,0.371,263.677,205.434
0,0.108,0.384,0.246,0.078,0.103,0.272,199.649,412.321
0,0.1,0.4,0.186,0.303,0.342,0.079,141.267,355.459
0,0.118,0.364,0.098,0.191,0.183,0.277,203.603,362.137
0,0.276,0.048,0.434,0.21,0.353,0.236,213.097,86.367
0,0.078,0.444,0.381,0.178,0.159,0.446,99.074,216.465
0,0.13,0.34,0.468,0.104,0.468,0.17,96.513,163.868
0,0.09,0.42,0.07,0.264,0.433,0.353,109.986,154.289
0,0.208,0.184,0.347,0.427,0.067,0.138,161.282,310.85
0,0.214,0.172,0.463,0.344,0.226,0.249,112.964,179.475
0,0.246,0.108,0.079,0.321,0.263,0.143,355.97,225.872
0,0.06,0.48,0.206,0.207,0.098,0.162,155.114,543.548
0,0.234,0.132,0.02,0.362,0.416,0.038,304.788,231.174
0,0.086,0.428,0.027,0.389,0.381,0.326,105.064,205.435
