0,0.272,0.056,0.291,0.402,0.078,0.062,237.005,163.279,1.452
0,0.206,0.188,0.422,0.309,0.266,0.458,128.682,110.559,1.164
0,0.134,0.332,0.117,0.172,0.223,0.071,258.781,454.651,0.569
0,0.12,0.36,0.312,0.368,0.369,0.185,101.568,253.599,0.401
0,0.18,0.24,0.379,0.22,0.38,0.333,149.54,145.508,1.028
0,0.168,0.264,0.351,0.395,0.376,0.283,101.844,169.916,0.599
0,0.216,0.168,0.057,0.065,0.1,0.401,458.21,291.162,1.574
0,0.218,0.164,0.022,0.38,0.058,0.076,358.495,391.454,0.916
0,0.14,0.32,0.341,0.216,0.085,0.292,175.608,345.204,0.509
0,0.164,0.272,0.359,0.079,0.196,0.292,212.93,281.074,0.758
0,0.226,0.148,0.28,0.367,0.188,0.35,195.562,173.865,1.125
0,0.272,0.056,0.388,0.385,0.365,0.415,147.712,60.247,2.452
0,0.256,0.088,0.355,0.407,0.279,0.054,169.733,162.524,1.044
0,0.076,0.448,0.026,0.224,0.413,0.255,116.731,232.129,0.503
0,0.19,0.22,0.29,0.321,0.217,0.107,204.285,313.701,0.651
0,0.086,0.428,0.049,0.147,0.452,0.063,137.582,286.033,0.481
0,0.096,0.408,0.181,0.07,0.379,0.175,156.066,296.433,0.526
0,0.182,0.236,0.042,0.438,0.22,0.31,204.275,256.075,0.798
0,0.218,0.164,0.09,0.041,0.351,0.053,461.234,328.97,1.402
0,0.236,0.128,0.424,0.182,0.266,0.145,222.114,190.564,1.166
0,0.188,0.224,0.038,0.054,0.383,0.428,333.216,164.612,2.024
0,0.278,0.044,0.164,0.34,0.169,0.176,345.768,140.385,2.463
0,0.164,0.272,0.301,0.02,0.245,0.288,241.425,278.755,0.866
0,0.082,0.436,0.045,0.173,0.366,0.047,165.704,381.286,0.435
0,0.186,0.228,0.252,0.322,0.161,0.203,210.957,309.908,0.681
0,0.06,0.48,0.123,0.031,0.417,0.142,119.059,288.322,0.413
0,0.152,0.296,0.035,0.409,0.301,0.453,164.118,155.138,1.058
0,0.168,0.264,0.113,0.136,0.464,0.12,227.588,236.026,0.964
0,0.208,0.184,0.059,0.219,0.31,0.317,327.129,212.227,1.541
0,0.258,0.084,0.196,0.052,0.202,0.167,502.581,249.103,2.018
0,0.218,0.164,0.429,0.3,0.284,0.199,148.491,184.382,0.805
0,0.17,0.26,0.355,0.127,0.193,0.392,198.248,212.787,0.932
0,0.178,0.244,0.352,0.207,0.339,0.311,168.641,179.303,0.941
0,0.116,0.368,0.198,0.141,0.374,0.236,159.775,252.907,0.632
0,0.192,0.216,0.422,0.21,0.082,0.379,181.436,216.26,0.839
0,0.118,0.364,0.334,0.21,0.153,0.171,166.787,423.259,0.394
0,0.246,0.108,0.323,0.355,0.163,0.02,237.148,233.849,1.014
0,0.098,0.404,0.039,0.298,0.331,0.41,130.928,183.273,0.714
0,0.184,0.232,0.15,0.422,0.088,0.239,212.272,334.485,0.635
0,0.154,0.292,0.091,0.045,0.309,0.416,261.773,202.543,1.292
0,0.256,0.088,0.199,0.401,0.275,0.248,238.432,144.525,1.65
0,0.24,0.12,0.463,0.405,0.465,0.336,75.429,66.21,1.139
0,0.202,0.196,0.392,0.098,0.133,0.313,245.463,243.622,1.008
0,0.148,0.304,0.243,0.364,0.031,0.042,243.561,528.234,0.461
0,0.226,0.148,0.201,0.268,0.102,0.396,296.91,204.624,1.451
0,0.15,0.3,0.071,0.111,0.342,0.139,267.613,335.609,0.797
0,0.228,0.144,0.09,0.108,0.256,0.463,417.121,172.714,2.415
0,0.22,0.16,0.361,0.461,0.25,0.139,114.932,216.502,0.531
0,0.174,0.252,0.074,0.316,0.47,0.462,167.842,62.468,2.687
0,0.28,0.04,0.184,0.175,0.237,0.266,462.254,135.476,3.412
0,0.23,0.14,0.464,0.18,0.315,0.398,167.195,103.674,1.613
0,0.14,0.32,0.081,0.12,0.192,0.067,305.138,490.677,0.622
0,0.244,0.112,0.318,0.256,0.091,0.253,276.915,208.763,1.326
0,0.108,0.384,0.05,0.322,0.179,0.304,167.715,344.185,0.487
0,0.128,0.344,0.021,0.262,0.169,0.373,206.295,297.145,0.694
0,0.078,0.444,0.207,0.374,0.379,0.308,83.41,208.459,0.4
0,0.12,0.36,0.454,0.155,0.467,0.163,89.844,171.421,0.524
0,0.062,0.476,0.106,0.175,0.377,0.138,119.398,323.62,0.369
0,0.134,0.332,0.365,0.211,0.394,0.251,122.32,199.909,0.612
0,0.16,0.28,0.046,0.427,0.438,0.186,149.433,213.294,0.701
0,0.194,0.212,0.469,0.198,0.217,0.332,150.345,180.833,0.831
0,0.13,0.34,0.348,0.294,0.22,0.359,118.954,237.199,0.501
0,0.104,0.392,0.084,0.354,0.025,0.332,177.187,396.42,0.447
0,0.072,0.456,0.143,0.281,0.074,0.091,194.848,608.983,0.32
0,0.248,0.104,0.311,0.297,0.222,0.108,260.029,201.174,1.293
0,0.28,0.04,0.115,0.393,0.052,0.085,340.41,162.576,2.094
0,0.132,0.336,0.3,0.067,0.404,0.038,185.136,301.458,0.614
0,0.184,0.232,0.391,0.38,0.303,0.412,102.018,131.812,0.774
0,0.182,0.236,0.204,0.366,0.314,0.365,168.084,168.541,0.997
0,0.102,0.396,0.133,0.148,0.171,0.309,181.611,353.23,0.514
0,0.266,0.068,0.147,0.418,0.2,0.187,271.123,159.203,1.703
0,0.146,0.308,0.097,0.261,0.346,0.222,198.231,267.337,0.742
0,0.094,0.412,0.121,0.453,0.13,0.092,162.037,530.099,0.306
0,0.116,0.368,0.219,0.092,0.152,0.337,193.13,328.484,0.588
0,0.24,0.12,0.114,0.39,0.118,0.15,305.54,263.517,1.159
0,0.218,0.164,0.408,0.18,0.467,0.065,181.761,158.316,1.148
